name,artist,popularity,id,release_date,track_number,explicit,duration_ms,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Romantic Homicide,d4vd,86,1xK59OXxi2TAAAbmZK0kBL,2022-07-20,1,False,132630,79,0.571,0.544,6.0,-10.613,1.0,0.0299,0.453,0.00805,0.322,0.216,132.052
Paranoid - 2012 - Remaster,Black Sabbath,73,1Y373MqadDRtclJNdnUXVc,1970-09-18,2,False,168405,74,0.412,0.658,4.0,-12.051,0.0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071
Space Song,Beach House,76,7H0ya83CMmgFcOhw0UB6ow,2015-08-28,3,False,320466,73,0.508,0.792,0.0,-7.311,0.0,0.0297,0.229,0.124,0.145,0.601,147.067
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Frank Ocean, Migos",68,6gpcs5eMhJwax4mIfKDYQk,2017-02-24,1,True,230813,87,0.736,0.795,1.0,-3.299,0.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066
Dynamite,Taio Cruz,70,1DqdF42leyFIzqNDv9CjId,2010-01-01,1,False,203866,70,0.754,0.804,4.0,-3.177,1.0,0.0853,0.00332,0.0,0.0329,0.818,119.968
Dancin (feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",76,6WkJ2OK163XXS2oARUC9JM,2014-11-07,1,False,198053,66,0.72,0.741,10.0,-6.529,0.0,0.0287,0.101,1.41e-05,0.289,0.357,119.896
Unwritten,Natasha Bedingfield,87,3U5JVgI2x4rDyHGObzJfNf,2004-08-30,4,False,259333,76,0.706,0.8,5.0,-6.333,1.0,0.0399,0.00584,0.0,0.0822,0.629,100.011
Espresso,Sabrina Carpenter,84,2HRqTpkrJO5ggZyyK6NPWz,2024-08-23,7,True,175459,95,0.699,0.776,0.0,-5.282,1.0,0.0293,0.131,5.36e-06,0.205,0.708,103.963
Nonsense,Sabrina Carpenter,87,6dgUya35uo964z7GZXM07g,2022-07-15,9,False,163648,95,0.74,0.697,8.0,-4.912,1.0,0.034,0.0268,0.0,0.224,0.732,138.992
The Lazy Song,Bruno Mars,72,1ExfPZEiahqhLyajhybFeS,2010-05-11,5,False,189109,93,0.794,0.711,8.0,-5.124,0.0,0.0699,0.3,0.0,0.0955,0.955,174.915
Softcore,The Neighbourhood,85,2K7xn816oNHJZ0aVqdQsha,2018-11-02,5,False,206280,86,0.575,0.568,9.0,-5.509,0.0,0.03,0.0484,0.000417,0.286,0.37,93.986
Baby,"Justin Bieber, Ludacris",81,6epn3r7S14KUqlReYr77hA,2010-01-01,1,False,214240,90,0.728,0.859,5.0,-5.237,0.0,0.137,0.0401,0.0,0.111,0.535,65.043
Heartless,The Weeknd,77,6bnF93Rx87YqUBLSgjiMU8,2020-03-20,7,True,198266,96,0.537,0.746,10.0,-5.507,0.0,0.15,0.0236,1e-06,0.156,0.252,170.083
Truth Hurts,Lizzo,69,3HWzoMvoF3TQfYg4UPszDq,2019-04-19,13,True,173325,70,0.715,0.624,4.0,-3.046,0.0,0.114,0.11,0.0,0.123,0.412,158.087
Lose Control,Teddy Swims,83,6usohdchdzW9oML7VC4Uhk,2023-06-23,1,False,210688,85,0.561,0.604,9.0,-4.409,1.0,0.0337,0.199,1.9e-05,0.104,0.242,159.92
Feliz Cumpleaños Ferxxo,Feid,67,3kUq4sBcmxhnOtNysZ9yrp,2022-08-19,1,False,156400,92,0.87,0.55,5.0,-5.537,1.0,0.0722,0.102,0.0,0.293,0.566,95.019
Gata Only,"FloyyMenor, Cris Mj",90,6XjDF6nds4DE2BBbagZol6,2024-02-02,1,True,222000,84,0.791,0.499,8.0,-8.472,0.0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986
Tennessee Whiskey,Chris Stapleton,82,3fqwjXwUGN6vbzIwvyFMhx,2015-05-04,3,False,293293,83,0.392,0.37,9.0,-10.888,1.0,0.0298,0.205,0.0096,0.0821,0.512,48.718
Bored,Billie Eilish,80,04sN26COy28wTXYj3dMoiZ,2017-03-30,1,False,180933,95,0.614,0.318,7.0,-12.695,1.0,0.0478,0.896,0.00239,0.0795,0.112,119.959
The Way Life Goes (feat. Oh Wonder),"Lil Uzi Vert, Oh Wonder",79,2eAZfqOm4EnOF9VvN50Tyc,2017-08-25,5,True,221746,85,0.703,0.757,1.0,-3.612,1.0,0.05,0.617,0.0,0.106,0.696,82.008
Es un Secreto,Plan B,67,7JwdbqIpiuWvGbRryKSuBz,2010-07-20,6,False,190560,81,0.841,0.783,6.0,-4.915,0.0,0.0432,0.106,2.49e-06,0.0528,0.514,94.989
Sparks,Coldplay,85,7D0RhFcb3CrfPuTJ0obrod,2000-07-10,4,False,227093,91,0.371,0.268,1.0,-10.506,1.0,0.0281,0.748,0.0517,0.104,0.165,102.617
Let Me Love You,Mario,70,5WphWTUIfRe7x8NZss79cY,2004-12-06,2,False,249093,69,0.622,0.593,7.0,-8.352,0.0,0.0916,0.163,0.0,0.0979,0.607,94.364
Often,The Weeknd,79,4PhsKqMdgMEUSstTDAmMpg,2015-08-28,4,True,249040,96,0.572,0.631,7.0,-9.836,0.0,0.0476,0.222,0.0,0.135,0.0713,134.078
Vete,Bad Bunny,68,5DxXgozhkPLgrbKFY91w0c,2019-11-21,1,True,192024,95,0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526,91.976
Thinkin Bout You,Frank Ocean,84,7DfFc7a6Rwfi3YQMRbDMau,2012-07-10,2,False,200746,88,0.721,0.339,0.0,-11.195,1.0,0.0532,0.409,0.00153,0.0973,0.2,129.83
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",75,2XIc1pqjXV3Cr2BQUGNBck,2020-11-27,5,False,203200,95,0.856,0.618,7.0,-4.892,1.0,0.286,0.0303,0.0,0.0866,0.391,81.993
Piece Of Your Heart,"MEDUZA, Goodboys",66,5RDUCbvwPZdmjFbhZ5EY4N,2023-10-13,2,False,152913,76,0.677,0.744,10.0,-6.806,0.0,0.0296,0.0405,0.000153,0.074,0.631,124.077
Beautiful Things,Benson Boone,88,6tNQ70jh4OwmPGpYy6R2o9,2024-01-18,1,False,180304,86,0.472,0.471,10.0,-5.692,1.0,0.0603,0.151,0.0,0.14,0.219,105.029
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",91,7CyPwkp0oE8Ro9Dd5CUDjW,2023-06-23,1,False,244684,96,0.264,0.64,8.0,-6.221,1.0,0.0442,0.0393,2.31e-06,0.151,0.19,84.828
Please Please Please,Sabrina Carpenter,84,2tHwzyyOLoWSFqYNjeVMzj,2024-08-23,2,True,186365,95,0.675,0.586,9.0,-6.086,1.0,0.0531,0.257,0.0,0.104,0.621,107.015
Desesperados,"Rauw Alejandro, Chencho Corleone",82,6mmPpaltUZK7xjNlBPQQ0p,2021-12-10,4,True,224996,90,0.869,0.694,1.0,-3.35,0.0,0.0783,0.356,0.00125,0.0878,0.511,90.02
Stick Season,Noah Kahan,88,0mflMxspEfB0VbI1kyLiAv,2022-10-14,2,False,182346,87,0.664,0.5,9.0,-6.935,1.0,0.0651,0.799,0.0,0.0966,0.801,117.896
Exchange,Bryson Tiller,80,43PuMrRfbyyuz4QpZ3oAwN,2015-10-02,3,True,194613,83,0.525,0.433,6.0,-10.598,1.0,0.185,0.107,0.0,0.135,0.276,160.108
I Was Never There,"The Weeknd, Gesaffelstein",82,1cKHdTo9u0ZymJdPGSh6nq,2018-03-30,4,False,241066,96,0.323,0.737,10.0,-4.008,1.0,0.0335,0.14,0.000162,0.163,0.156,112.923
Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",72,0QIjsbm2fh1cJ45XO9eGqq,2018-09-14,1,True,204664,77,0.8,0.578,4.0,-5.144,0.0,0.0485,0.00381,0.0,0.359,0.367,143.01
vampire,Olivia Rodrigo,84,1kuGVB7EU95pJObxwvfwKS,2023-09-08,3,True,219724,88,0.484,0.53,5.0,-5.821,1.0,0.0538,0.154,0.0,0.263,0.323,136.848
My Love Mine All Mine,Mitski,89,3vkCueOmm7xQDoJ17W1Pm3,2023-09-15,7,False,137773,84,0.504,0.308,9.0,-14.958,1.0,0.0321,0.868,0.135,0.158,0.121,113.95
Strip That Down (feat. Quavo),"Liam Payne, Quavo",66,29JrmE89KgRyCxBIzq2Ocw,2019-12-06,12,False,202061,62,0.873,0.495,6.0,-5.446,1.0,0.0518,0.199,0.0,0.0805,0.546,106.033
The Next Episode,"Dr. Dre, Snoop Dogg",79,4LwU4Vp6od3Sb08CsP99GC,1999-11-16,11,True,161506,81,0.922,0.909,10.0,-2.429,0.0,0.27,0.0281,0.0,0.0856,0.309,95.295
DESPECHÁ,ROSALÍA,72,5ildQOEKmJuWGl2vRkFdYc,2022-07-28,1,True,157017,83,0.919,0.623,7.0,-6.521,1.0,0.0992,0.184,1.63e-05,0.0609,0.775,130.037
Snooze,SZA,85,4iZ4pt7kvcaH6Yo8UoZ4s2,2022-12-09,8,True,201800,90,0.559,0.551,5.0,-7.231,1.0,0.132,0.141,0.0,0.11,0.392,143.008
Marry You,Bruno Mars,74,22PMfvdz35fFKYnJyMn077,2010-05-11,6,False,230192,93,0.621,0.82,10.0,-4.865,1.0,0.0367,0.332,0.0,0.104,0.452,144.905
20 Min,Lil Uzi Vert,82,0uxSUdBrJy9Un0EYoBowng,2017-11-17,20,True,220586,85,0.773,0.75,8.0,-4.009,0.0,0.117,0.109,0.0,0.174,0.783,123.426
Back To Black,Amy Winehouse,82,3FAclTFfvUuQYnEsptbK8w,2006,5,True,241293,79,0.434,0.422,7.0,-13.964,0.0,0.0375,0.134,2.05e-05,0.0861,0.377,123.201
Wake Me Up Before You Go-Go,Wham!,80,0ikz6tENMONtK6qGkOrU3c,1984-10-23,1,False,231333,70,0.62,0.573,0.0,-11.893,1.0,0.0423,0.271,0.0,0.0607,0.897,81.548
Candy Shop,"50 Cent, Olivia",79,5D2mYZuzcgjpchVY1pmTPh,2005-03-03,7,True,209106,84,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18
Stole the Show,"Kygo, Parson James",78,5masKPHeAOVNgxdLebIcK7,2016-05-13,2,False,223186,82,0.64,0.635,8.0,-7.565,0.0,0.226,0.271,0.0,0.319,0.475,100.034
QLONA,"KAROL G, Peso Pluma",86,5RqSsdzTNPX1uzkmlHCFvK,2023-08-10,5,True,172797,92,0.841,0.738,7.0,-7.455,0.0,0.307,0.52,0.0,0.0892,0.484,169.918
American Idiot,Green Day,82,6nTiIhLmQ3FWhvrGafw2zj,2004-09-21,1,True,176346,83,0.38,0.988,1.0,-2.042,1.0,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113
bellyache,Billie Eilish,77,51NFxnQvaosfDDutk0tams,2017-02-24,1,False,179172,95,0.695,0.573,4.0,-8.597,0.0,0.106,0.46,0.0734,0.482,0.408,99.939
34+35,Ariana Grande,74,6Im9k8u9iIzKMrmV7BWtlF,2020-10-30,2,True,173710,92,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978
Replay,Iyaz,72,5vlEg2fT4cFWAqU5QptIpQ,2009-08-11,1,False,182306,68,0.706,0.751,9.0,-6.323,1.0,0.0708,0.173,0.0,0.168,0.195,91.031
LALA,Myke Towers,84,7ABLbnD53cQK00mhcaOUVG,2023-03-23,22,True,197920,89,0.708,0.737,1.0,-4.045,1.0,0.0436,0.0739,0.00162,0.0955,0.607,91.986
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,86,6wf7Yu7cxBSPrRlWeSeK0Q,2023-07-13,1,False,222369,95,0.391,0.084,0.0,-17.843,1.0,0.0317,0.953,0.0,0.0983,0.111,79.449
Work Out,J. Cole,80,2wAJTrFhCnQyNSD3oUgTZO,2011-09-27,16,True,235320,86,0.831,0.427,2.0,-6.903,1.0,0.106,0.0531,0.0,0.307,0.216,93.004
Too Sweet,Hozier,77,0AjmK0Eai4zGrLaJwPvrDp,2024-03-22,1,False,251424,87,0.741,0.62,10.0,-5.505,1.0,0.0412,0.0295,0.000809,0.0398,0.934,117.038
Who,Jimin,93,7tI8dRuH2Yc6RuoTjxo4dU,2024-07-19,6,False,170887,89,0.66,0.756,0.0,-3.743,0.0,0.032,0.00289,0.0,0.193,0.838,116.034
"Good Luck, Babe!",Chappell Roan,96,0WbMK4wrZ1wFSty9F7FCgu,2024-04-05,1,False,218423,90,0.7,0.582,11.0,-5.96,0.0,0.0356,0.0502,0.0,0.0881,0.785,116.712
A Bar Song (Tipsy),Shaboozey,86,5fZJQrFKWQLb7FpJXZ1g7K,2024-05-31,2,True,171291,81,0.722,0.706,9.0,-4.857,1.0,0.0292,0.072,0.0,0.067,0.599,80.969
BIRDS OF A FEATHER,Billie Eilish,98,6dOtVTDdiauQNBQEDOtlAB,2024-05-17,4,False,210373,95,0.747,0.507,2.0,-10.171,1.0,0.0358,0.2,0.0608,0.117,0.438,104.978
End of Beginning,Djo,90,3qhlB30KknSejmIvZZLjOD,2022-09-16,6,False,159245,76,0.689,0.454,2.0,-7.643,1.0,0.0584,0.0351,0.00259,0.0707,0.912,159.982
Bound 2,Kanye West,80,3sNVsP50132BTNlImLx70i,2013-06-18,10,True,229146,93,0.367,0.665,1.0,-2.821,1.0,0.0465,0.145,0.0,0.113,0.31,148.913
